LandValue,ImprovementValue,HOEX,Latitude,Longitude,Delta,TimetoFinal,ConstructionDelay,Neighbours,TimetoApply,RepairTime
440640,15300,False,38.3851826,-122.4906129,575.0,1751.0,43.0,4,1176.0,532.0
755266,632491,False,38.38413793,-122.4896241,-1.0,-1.0,301.0,3,1343.0,-1.0
267969,240567,False,38.37432988,-122.5314157,749.0,856.0,76.0,9,107.0,673.0
421912,544834,False,38.37709391,-122.5296117,549.0,804.0,130.0,4,255.0,419.0
995000,700000,False,38.35820774,-122.5307764,1163.0,1365.0,141.0,23,202.0,1022.0
1632000,1428000,False,38.36205238,-122.5315417,399.0,1025.0,89.0,28,626.0,310.0
33291,34641,True,38.35958148,-122.5347416,-1.0,-1.0,26.0,24,274.0,-1.0
1187957,1377335,True,38.36119309,-122.5351603,507.0,730.0,88.0,23,223.0,419.0
144828,225038,False,38.34623042,-122.5106214,260.0,819.0,39.0,1,559.0,221.0
1193086,215491,False,38.36323426,-122.5006869,714.0,1408.0,35.0,2,694.0,679.0
219374,124151,False,38.36261688,-122.5048233,-1.0,-1.0,67.0,2,251.0,-1.0
234565,424301,False,38.36836328,-122.5280861,599.0,973.0,81.0,28,374.0,518.0
265200,10200,False,38.36763887,-122.5303931,-1.0,-1.0,-1.0,28,653.0,-1.0
346064,137190,False,38.36708597,-122.5133762,893.0,1169.0,395.0,1,276.0,498.0
331406,557907,False,38.36497973,-122.5270431,-1.0,-1.0,156.0,29,273.0,-1.0
290700,523260,True,38.36431739,-122.5276561,531.0,887.0,143.0,30,356.0,388.0
150848,384829,False,38.36434111,-122.5278361,762.0,972.0,139.0,30,210.0,623.0
413404,580705,True,38.36438611,-122.5280032,381.0,748.0,62.0,30,367.0,319.0
120361,327463,False,38.36405452,-122.526754,933.0,1116.0,89.0,28,183.0,844.0
9227,151592,False,38.36499034,-122.5267197,189.0,622.0,103.0,28,433.0,86.0
22624,100594,True,38.36469689,-122.5268376,436.0,1078.0,95.0,29,642.0,341.0
29162,175045,True,38.36477466,-122.5275515,528.0,965.0,108.0,30,437.0,420.0
22625,82165,True,38.36469356,-122.5272343,490.0,773.0,236.0,30,283.0,254.0
20097,60325,False,38.36451242,-122.5266632,232.0,637.0,49.0,28,405.0,183.0
404686,285356,True,38.36547246,-122.5278785,399.0,878.0,80.0,30,479.0,319.0
328372,420156,True,38.36639817,-122.5295728,-1.0,-1.0,73.0,30,503.0,-1.0
188280,296027,False,38.36551265,-122.5288754,501.0,713.0,42.0,30,212.0,459.0
306220,586830,True,38.36578921,-122.5306738,493.0,1217.0,238.0,30,724.0,255.0
439602,1131112,False,38.36608024,-122.5308678,633.0,884.0,93.0,30,251.0,540.0
158120,206990,False,38.36575995,-122.5283086,1150.0,1450.0,91.0,30,300.0,1059.0
16158,52208,True,38.36732241,-122.5311612,519.0,792.0,247.0,30,273.0,272.0
412226,1056331,True,38.36686796,-122.5316454,382.0,689.0,66.0,30,307.0,316.0
235155,337082,True,38.36221257,-122.530334,811.0,1105.0,159.0,28,294.0,652.0
317156,555530,False,38.36226428,-122.5308649,393.0,877.0,26.0,28,484.0,367.0
33166,391487,True,38.36056452,-122.5288885,510.0,764.0,46.0,28,254.0,464.0
284680,510572,False,38.35945052,-122.5288181,-1.0,-1.0,121.0,26,295.0,-1.0
313906,247994,True,38.38998798,-122.6036179,445.0,888.0,59.0,21,443.0,386.0
960000,510000,False,38.37276112,-122.5889244,661.0,842.0,-1.0,4,181.0,674.0
1076474,1082051,False,38.37875797,-122.5955371,885.0,1654.0,227.0,5,769.0,658.0
286742,225320,True,38.37735136,-122.5963158,-1.0,-1.0,157.0,5,384.0,-1.0
765550,598221,False,38.37636847,-122.5953805,-1.0,-1.0,-1.0,4,1376.0,-1.0
379773,279026,True,38.38580569,-122.597266,-1.0,-1.0,42.0,16,407.0,-1.0
2731434,2679,False,38.38201556,-122.6038327,-1.0,-1.0,99.0,6,1541.0,-1.0
266307,123092,True,38.38953555,-122.5930537,576.0,841.0,140.0,24,265.0,436.0
31746,122477,False,38.38954966,-122.5942317,630.0,945.0,98.0,26,315.0,532.0
501981,492104,False,38.38812428,-122.5952851,959.0,1123.0,202.0,23,164.0,757.0
165130,318204,True,38.39019853,-122.5953157,841.0,1004.0,69.0,28,163.0,772.0
334934,20611,False,38.38820328,-122.5931306,-1.0,-1.0,224.0,21,801.0,-1.0
39272,68827,True,38.39139612,-122.5947122,898.0,1157.0,170.0,30,259.0,728.0
35086,170546,True,38.38986057,-122.5972033,447.0,884.0,73.0,29,437.0,374.0
510000,1275000,True,38.39320429,-122.5987692,513.0,786.0,44.0,40,273.0,469.0
448800,9180,False,38.39410174,-122.5988193,-1.0,-1.0,119.0,45,1357.0,-1.0
255784,163638,True,38.39590984,-122.6012552,958.0,1289.0,267.0,45,331.0,691.0
187572,543610,True,38.39482634,-122.6012664,756.0,1098.0,142.0,44,342.0,614.0
210563,403126,True,38.39568573,-122.5992322,806.0,996.0,68.0,46,190.0,738.0
624688,954969,True,38.39510196,-122.5982329,408.0,603.0,79.0,46,195.0,329.0
274594,568462,False,38.39714939,-122.6004091,772.0,982.0,71.0,45,210.0,701.0
74438,382774,True,38.3952991,-122.5999018,558.0,952.0,196.0,46,394.0,362.0
600000,1000000,False,38.39230525,-122.5985352,-1.0,-1.0,-1.0,34,246.0,-1.0
573225,454611,True,38.40374621,-122.6040638,710.0,898.0,102.0,25,188.0,608.0
84116,331514,True,38.40256564,-122.6015776,-1.0,-1.0,225.0,32,288.0,-1.0
32334,142388,True,38.40181636,-122.59998,-1.0,-1.0,131.0,34,479.0,-1.0
147355,393633,True,38.40161367,-122.5992327,-1.0,-1.0,85.0,35,188.0,-1.0
468918,486356,True,38.40095014,-122.5999299,1154.0,1469.0,177.0,38,315.0,977.0
54842,264392,True,38.40194736,-122.6029447,884.0,1108.0,115.0,33,224.0,769.0
330000,128024,True,38.40193694,-122.6021194,1356.0,1659.0,223.0,34,303.0,1133.0
30028,166747,True,38.40123403,-122.6009515,-1.0,-1.0,80.0,37,139.0,-1.0
269957,319704,True,38.4005434,-122.6015054,544.0,1072.0,122.0,37,528.0,422.0
290025,313548,True,38.40042655,-122.6007299,642.0,853.0,75.0,38,211.0,567.0
364563,224780,False,38.39805095,-122.6013352,771.0,1226.0,99.0,41,455.0,672.0
195597,43320,True,38.3989891,-122.6005011,-1.0,-1.0,259.0,40,652.0,-1.0
368928,298346,True,38.39981712,-122.601497,528.0,898.0,199.0,38,370.0,329.0
410116,475736,False,38.39723609,-122.5993047,436.0,1044.0,150.0,45,608.0,286.0
581349,74287,False,38.39866717,-122.5992324,819.0,1421.0,146.0,40,602.0,673.0
163735,254095,True,38.39355263,-122.5971643,583.0,820.0,127.0,42,237.0,456.0
188075,439717,True,38.39405282,-122.5973178,638.0,889.0,128.0,45,251.0,510.0
199431,584821,True,38.39590431,-122.596468,563.0,906.0,161.0,47,343.0,402.0
352756,158501,True,38.39480884,-122.596383,1003.0,1485.0,213.0,46,482.0,790.0
27703,245359,True,38.39367685,-122.5960917,717.0,996.0,92.0,43,279.0,625.0
38850,158729,True,38.39726436,-122.5984103,599.0,892.0,283.0,45,293.0,316.0
400000,675000,False,38.39784045,-122.5983221,394.0,933.0,87.0,43,539.0,307.0
277670,485326,True,38.39960336,-122.5969258,510.0,947.0,215.0,39,437.0,295.0
203952,331445,False,38.4013741,-122.5985618,805.0,1036.0,254.0,36,231.0,551.0
203065,483772,True,38.40105457,-122.5978609,802.0,976.0,115.0,38,174.0,687.0
32332,86920,True,38.40070603,-122.5971218,-1.0,-1.0,104.0,38,308.0,-1.0
38850,476197,True,38.40036218,-122.5964913,-1.0,-1.0,-1.0,38,248.0,-1.0
32687,242274,True,38.40005168,-122.5959726,752.0,1025.0,203.0,38,273.0,549.0
149398,73783,False,38.3928199,-122.5753726,-1.0,-1.0,114.0,6,339.0,-1.0
535910,302124,False,38.39326664,-122.5933808,377.0,680.0,309.0,38,303.0,68.0
412226,417378,False,38.39556147,-122.5947158,-1.0,-1.0,-1.0,44,287.0,-1.0
304086,356301,False,38.48281857,-122.8181266,813.0,1031.0,196.0,1,218.0,617.0
223901,703095,False,38.48558804,-122.7280235,-1.0,-1.0,107.0,3,266.0,-1.0
181036,280975,True,38.48307308,-122.75019,458.0,741.0,77.0,11,283.0,381.0
13550,127120,True,38.48341629,-122.750195,359.0,571.0,6.0,11,212.0,353.0
310097,566811,True,38.48375951,-122.7502001,372.0,731.0,64.0,11,359.0,308.0
363870,496717,True,38.48410272,-122.7502052,648.0,811.0,103.0,11,163.0,545.0
64018,313069,False,38.48316382,-122.7509613,523.0,1002.0,137.0,11,479.0,386.0
245413,76975,True,38.48862068,-122.7478691,-1.0,-1.0,17.0,93,266.0,-1.0
232796,510559,True,38.48862395,-122.7490484,450.0,590.0,78.0,93,140.0,372.0
258526,797985,True,38.48862932,-122.7505214,467.0,721.0,272.0,87,254.0,195.0
20290,152697,True,38.4954268,-122.7476927,1004.0,1465.0,102.0,287,461.0,902.0
375319,614367,True,38.48971358,-122.7489295,417.0,665.0,53.0,118,248.0,364.0
195433,321446,False,38.49203846,-122.7370511,341.0,603.0,96.0,94,262.0,245.0
170216,50043,False,38.49256767,-122.7367749,762.0,1169.0,188.0,92,407.0,574.0
143552,221245,True,38.4962774,-122.7411974,559.0,841.0,61.0,304,282.0,498.0
94361,70140,True,38.49585429,-122.7412687,509.0,693.0,56.0,297,184.0,453.0
433180,733783,True,38.49692163,-122.7358121,827.0,1064.0,199.0,81,237.0,628.0
176825,156422,True,38.50122639,-122.7375363,-1.0,-1.0,518.0,171,552.0,-1.0
197110,107420,True,38.5016636,-122.734742,-1.0,-1.0,8.0,58,231.0,-1.0
763332,648967,True,38.49882421,-122.7376554,790.0,1058.0,70.0,184,268.0,720.0
225692,198879,True,38.50086649,-122.7363685,626.0,1185.0,38.0,111,559.0,588.0
365991,853784,True,38.50297141,-122.7339699,589.0,833.0,50.0,39,244.0,539.0
182016,400377,False,38.5029554,-122.736902,532.0,988.0,139.0,127,456.0,393.0
238838,416826,True,38.50323289,-122.7364228,-1.0,-1.0,85.0,106,266.0,-1.0
303418,582632,True,38.50338774,-122.7361576,895.0,1120.0,79.0,95,225.0,816.0
272957,453201,False,38.50414284,-122.7350052,-1.0,-1.0,55.0,58,191.0,-1.0
13603,193088,True,38.49196358,-122.7320921,546.0,1098.0,158.0,7,552.0,388.0
319739,1562749,False,38.49300152,-122.7278032,-1.0,-1.0,134.0,3,1227.0,-1.0
16616,87881,True,38.4983447,-122.749773,374.0,605.0,83.0,285,231.0,291.0
144132,663000,False,38.49780591,-122.7502276,425.0,981.0,101.0,275,556.0,324.0
236803,373645,True,38.50006955,-122.7418061,295.0,1305.0,54.0,317,1010.0,241.0
249873,446953,True,38.49982316,-122.7421004,632.0,939.0,36.0,317,307.0,596.0
247026,618340,False,38.50010488,-122.7439764,156.0,772.0,21.0,313,616.0,135.0
16158,59394,True,38.50058813,-122.7432615,221.0,370.0,76.0,313,149.0,145.0
234456,620911,True,38.50049094,-122.7429021,309.0,624.0,34.0,315,315.0,275.0
135411,322565,True,38.50036461,-122.7425503,297.0,521.0,24.0,316,224.0,273.0
207707,332005,False,38.49944327,-122.7443764,234.0,506.0,-1.0,312,272.0,335.0
16158,49659,True,38.49889909,-122.7443838,399.0,954.0,132.0,310,555.0,267.0
204718,397626,True,38.49909983,-122.7439924,-1.0,-1.0,153.0,314,357.0,-1.0
138686,259180,True,38.4995277,-122.7436653,349.0,562.0,47.0,315,213.0,302.0
135411,181121,True,38.4994018,-122.7432618,390.0,538.0,91.0,315,148.0,299.0
243615,270067,False,38.49962816,-122.7409674,418.0,776.0,63.0,314,358.0,355.0
321540,458406,True,38.49946716,-122.7416372,886.0,1133.0,85.0,317,247.0,801.0
234037,454117,False,38.49930365,-122.7419679,487.0,965.0,106.0,318,478.0,381.0
84434,168885,False,38.49918488,-122.7422876,-1.0,-1.0,-1.0,318,286.0,-1.0
248487,308448,True,38.49878333,-122.7432613,457.0,1010.0,153.0,313,553.0,304.0
265200,555900,True,38.49862533,-122.7437995,480.0,892.0,86.0,313,412.0,394.0
42673,127497,True,38.49822082,-122.7433899,550.0,654.0,129.0,310,104.0,421.0
13391,44104,True,38.49813626,-122.7427413,499.0,1018.0,56.0,312,519.0,443.0
132949,271083,True,38.49808846,-122.742413,465.0,682.0,98.0,312,217.0,367.0
265200,102000,True,38.49798664,-122.7420318,967.0,1339.0,92.0,311,372.0,875.0
138323,577117,False,38.49806312,-122.7417236,456.0,868.0,121.0,311,412.0,335.0
87848,163485,True,38.4984,-122.7417259,325.0,682.0,78.0,311,357.0,247.0
132949,186875,True,38.49868094,-122.7416646,491.0,945.0,128.0,315,454.0,363.0
107704,46642,True,38.49915082,-122.7411133,937.0,1302.0,90.0,314,365.0,847.0
268406,450483,False,38.49893311,-122.74114,230.0,407.0,46.0,312,177.0,184.0
303418,554992,True,38.49872912,-122.7411404,280.0,517.0,70.0,312,237.0,210.0
284058,485502,False,38.49852565,-122.7411527,483.0,996.0,64.0,312,513.0,419.0
27241,44105,False,38.49819976,-122.7411918,595.0,987.0,86.0,308,392.0,509.0
26110,294329,False,38.49802682,-122.7446805,316.0,514.0,70.0,306,198.0,246.0
287627,430894,True,38.49799635,-122.7443876,429.0,681.0,49.0,307,252.0,380.0
16158,121274,True,38.49797528,-122.7440571,-1.0,-1.0,53.0,309,185.0,-1.0
248487,436583,False,38.49754021,-122.7437275,721.0,989.0,369.0,309,268.0,352.0
65634,190258,True,38.49620909,-122.7431369,404.0,622.0,-1.0,307,218.0,-1.0
228717,315743,True,38.49656116,-122.7431122,591.0,874.0,88.0,311,283.0,503.0
184433,152019,True,38.49724735,-122.7432022,-1.0,-1.0,94.0,309,207.0,-1.0
33461,152758,True,38.49772549,-122.7426924,269.0,741.0,125.0,311,472.0,144.0
53347,147616,True,38.49764026,-122.7423724,629.0,1029.0,159.0,312,400.0,470.0
53354,135532,True,38.49764267,-122.7419921,-1.0,-1.0,117.0,311,225.0,-1.0
16158,25215,False,38.49688583,-122.7422262,1123.0,1591.0,-1.0,310,468.0,-1.0
16158,81121,True,38.49627354,-122.7426203,332.0,521.0,72.0,309,189.0,260.0
16158,166839,False,38.49629938,-122.7419901,718.0,1039.0,225.0,307,321.0,493.0
255000,846600,True,38.49688771,-122.7417072,464.0,1130.0,100.0,310,666.0,364.0
146007,368446,True,38.49708119,-122.7415529,320.0,484.0,31.0,310,164.0,289.0
14781,91005,False,38.49726966,-122.7413554,-1.0,-1.0,16.0,309,218.0,-1.0
245662,114642,True,38.4945631,-122.7423475,651.0,1200.0,124.0,281,549.0,527.0
16616,71147,False,38.49483803,-122.7423401,649.0,974.0,266.0,288,325.0,383.0
80445,170964,False,38.49509979,-122.7423681,649.0,974.0,266.0,290,325.0,383.0
134722,150573,True,38.49575881,-122.742589,345.0,624.0,77.0,301,279.0,268.0
215178,548135,False,38.49346336,-122.7423772,389.0,741.0,39.0,240,352.0,350.0
150458,241658,True,38.4964349,-122.7444891,386.0,700.0,116.0,306,314.0,270.0
15453,170770,True,38.4961926,-122.7444869,472.0,951.0,67.0,303,479.0,405.0
50205,250572,False,38.49580105,-122.7442299,-1.0,-1.0,52.0,298,287.0,-1.0
35210,80217,True,38.49559885,-122.7440543,644.0,1231.0,41.0,296,587.0,603.0
298864,627615,False,38.49543066,-122.7438587,410.0,623.0,33.0,294,213.0,377.0
164773,262622,True,38.49534754,-122.7435715,486.0,713.0,146.0,294,227.0,340.0
153864,181090,False,38.49556668,-122.7459279,301.0,619.0,55.0,287,318.0,246.0
275000,895000,False,38.4961234,-122.7452337,480.0,762.0,-1.0,297,282.0,-1.0
224400,581400,True,38.49520729,-122.7455053,445.0,776.0,48.0,288,331.0,397.0
14529,64661,True,38.49537515,-122.7452903,576.0,939.0,135.0,289,363.0,441.0
317156,549317,True,38.4955413,-122.7450737,310.0,628.0,52.0,289,318.0,258.0
153864,398991,False,38.49571308,-122.7448564,280.0,598.0,39.0,292,318.0,241.0
53354,168922,True,38.49541193,-122.7446264,717.0,1056.0,320.0,292,339.0,397.0
106090,265346,True,38.49515697,-122.7444052,272.0,589.0,36.0,289,317.0,236.0
15846,127473,True,38.49494553,-122.7441739,480.0,815.0,49.0,288,335.0,431.0
315235,558826,True,38.49482076,-122.7439161,372.0,485.0,-1.0,287,113.0,-1.0
16158,109330,True,38.49493142,-122.7433278,344.0,616.0,43.0,288,272.0,301.0
210412,458216,True,38.49503745,-122.7430828,268.0,463.0,36.0,290,195.0,232.0
306000,624240,False,38.49518611,-122.7428535,740.0,1098.0,264.0,290,358.0,476.0
212354,85607,True,38.49546221,-122.7427341,461.0,674.0,145.0,296,213.0,316.0
249154,572426,False,38.49508801,-122.7450353,331.0,493.0,6.0,287,162.0,325.0
194777,142800,False,38.49787771,-122.7456027,134.0,1102.0,61.0,300,968.0,73.0
261926,418107,True,38.49771847,-122.7459562,949.0,1266.0,208.0,299,317.0,741.0
255000,642600,False,38.49756912,-122.7462749,396.0,1042.0,41.0,300,646.0,355.0
177485,559108,True,38.49718791,-122.7471263,414.0,651.0,25.0,300,237.0,389.0
63718,221493,True,38.49696013,-122.7473433,506.0,885.0,118.0,300,379.0,388.0
142650,292817,True,38.49658663,-122.7470891,-1.0,-1.0,59.0,302,244.0,-1.0
257553,328146,True,38.49655266,-122.7467469,-1.0,-1.0,205.0,302,273.0,-1.0
73579,202372,True,38.49697963,-122.7462719,359.0,597.0,99.0,300,238.0,260.0
334941,460674,True,38.49714812,-122.7460205,-1.0,-1.0,57.0,300,175.0,-1.0
349362,524558,False,38.49733919,-122.7457244,412.0,678.0,83.0,300,266.0,329.0
20387,96365,True,38.49755678,-122.7453524,592.0,867.0,55.0,302,275.0,537.0
302302,453456,False,38.49726124,-122.7446667,256.0,437.0,32.0,305,181.0,224.0
130340,447453,True,38.49726353,-122.7449702,-1.0,-1.0,114.0,303,279.0,-1.0
243615,334106,True,38.49726391,-122.7452706,665.0,1001.0,315.0,302,336.0,350.0
271805,544361,True,38.49710059,-122.7455689,239.0,430.0,48.0,301,191.0,191.0
144828,337881,True,38.49610258,-122.7466004,205.0,359.0,14.0,295,154.0,191.0
136132,196647,True,38.49586236,-122.7462832,-1.0,-1.0,32.0,291,142.0,-1.0
181087,276788,True,38.49596362,-122.7459663,523.0,727.0,125.0,292,204.0,398.0
179903,191028,False,38.4961897,-122.7457241,1049.0,1339.0,234.0,298,290.0,815.0
20795,102091,True,38.49669456,-122.7453773,462.0,853.0,283.0,301,391.0,179.0
321935,524125,False,38.49675931,-122.7440068,491.0,679.0,58.0,308,188.0,433.0
141090,293897,True,38.49604809,-122.7438618,380.0,506.0,107.0,300,126.0,273.0
62454,234133,False,38.49582546,-122.7436284,440.0,647.0,76.0,300,207.0,364.0
289494,608034,False,38.49728968,-122.7437266,418.0,811.0,168.0,309,393.0,250.0
270511,405713,True,38.49700865,-122.7435589,541.0,758.0,-1.0,309,217.0,-1.0
272316,429087,True,38.49670553,-122.7434708,589.0,848.0,128.0,309,259.0,461.0
248758,400480,False,38.49635831,-122.7434724,505.0,693.0,64.0,310,188.0,441.0
153000,255000,True,38.49863664,-122.7495271,587.0,1031.0,280.0,294,444.0,307.0
110373,191698,True,38.50044254,-122.7484145,624.0,861.0,127.0,305,237.0,497.0
208812,515248,True,38.50035279,-122.7481372,311.0,856.0,91.0,305,545.0,220.0
285570,546875,False,38.50027738,-122.7479018,627.0,861.0,138.0,305,234.0,489.0
296725,444868,False,38.50020123,-122.7476658,635.0,868.0,139.0,305,233.0,496.0
180968,613528,True,38.50004771,-122.7471819,566.0,799.0,53.0,305,233.0,513.0
408000,612000,False,38.49964664,-122.7474123,391.0,776.0,139.0,305,385.0,252.0
110373,419524,False,38.49977781,-122.7478373,658.0,890.0,146.0,305,232.0,512.0
179903,347152,True,38.49996647,-122.7484235,648.0,881.0,145.0,305,233.0,503.0
262744,394120,False,38.50004576,-122.748622,648.0,881.0,145.0,305,233.0,503.0
32332,78537,True,38.4993895,-122.7475206,286.0,1178.0,123.0,305,892.0,163.0
110373,173859,True,38.49952042,-122.7479725,671.0,905.0,160.0,305,234.0,511.0
224400,676260,False,38.49958353,-122.7481679,420.0,1018.0,110.0,305,598.0,310.0
289926,434324,True,38.49965076,-122.7483803,672.0,905.0,166.0,305,233.0,506.0
126759,325965,False,38.49974188,-122.7486203,516.0,1163.0,80.0,305,647.0,436.0
110373,241833,True,38.49997806,-122.7488469,675.0,912.0,156.0,305,237.0,519.0
255000,586500,False,38.499674,-122.7493084,678.0,912.0,152.0,297,234.0,526.0
144360,101855,True,38.49941055,-122.7492123,-1.0,-1.0,331.0,298,288.0,-1.0
108209,241696,True,38.49912133,-122.7487131,743.0,975.0,15.0,305,232.0,728.0
281107,509264,False,38.49904604,-122.7484826,1392.0,1654.0,41.0,305,262.0,1351.0
166638,397338,True,38.49892723,-122.7482463,672.0,905.0,161.0,303,233.0,511.0
132616,256823,True,38.49890168,-122.7476408,628.0,1079.0,217.0,303,451.0,411.0
243615,475407,True,38.49879384,-122.7474066,693.0,1158.0,60.0,303,465.0,633.0
110373,233646,True,38.49830136,-122.7473206,687.0,920.0,166.0,300,233.0,521.0
110373,192355,True,38.49760956,-122.7477571,699.0,933.0,160.0,300,234.0,539.0
186415,348563,True,38.49807039,-122.746731,339.0,625.0,64.0,300,286.0,275.0
150458,332285,True,38.49821771,-122.7464511,392.0,590.0,19.0,300,198.0,373.0
142650,220316,True,38.49864907,-122.7465982,686.0,920.0,168.0,303,234.0,518.0
278252,695632,False,38.49904522,-122.7464433,423.0,769.0,129.0,305,346.0,294.0
110373,195471,False,38.49930064,-122.7463432,662.0,899.0,142.0,305,237.0,520.0
147945,316022,True,38.49957439,-122.7463515,581.0,965.0,157.0,305,384.0,424.0
120361,254190,True,38.49945191,-122.7458165,335.0,572.0,-1.0,305,237.0,401.0
275400,641580,True,38.49925308,-122.7459686,295.0,1094.0,157.0,305,799.0,138.0
306220,459331,False,38.49901182,-122.7460628,311.0,548.0,-1.0,305,237.0,377.0
135411,263307,False,38.49855212,-122.7461162,416.0,608.0,112.0,303,192.0,304.0
127888,260300,True,38.49892557,-122.7455293,312.0,545.0,-1.0,305,233.0,374.0
114933,223691,True,38.49928197,-122.7451841,304.0,541.0,43.0,307,237.0,261.0
232078,477022,False,38.50319104,-122.7469562,842.0,1053.0,55.0,265,211.0,787.0
150458,299424,True,38.50322008,-122.7466732,814.0,1156.0,183.0,263,342.0,631.0
155390,101005,True,38.50301608,-122.7458729,419.0,653.0,-1.0,272,234.0,482.0
291649,618340,False,38.50256588,-122.7478224,463.0,659.0,125.0,278,196.0,338.0
294855,1102706,False,38.50138123,-122.7484654,400.0,920.0,52.0,292,520.0,348.0
156188,390488,True,38.50062229,-122.7480673,601.0,835.0,-1.0,305,234.0,664.0
224400,821100,True,38.50054931,-122.7478401,621.0,854.0,131.0,305,233.0,490.0
126248,265745,True,38.50047715,-122.7476147,599.0,833.0,130.0,305,234.0,469.0
108209,310994,True,38.50040293,-122.7473916,596.0,828.0,118.0,305,232.0,478.0
289738,592366,True,38.50034481,-122.7471596,353.0,569.0,28.0,305,216.0,325.0
108209,224017,True,38.5003248,-122.7469338,792.0,1093.0,247.0,305,301.0,545.0
108209,271322,True,38.50074435,-122.7467354,488.0,720.0,127.0,305,232.0,361.0
255000,815490,True,38.50075623,-122.7470139,603.0,835.0,132.0,305,232.0,471.0
213326,611125,False,38.50079426,-122.7472767,150.0,934.0,27.0,305,784.0,123.0
108209,300092,True,38.50087518,-122.7475185,602.0,835.0,131.0,303,233.0,471.0
111819,192994,False,38.5010432,-122.7480452,632.0,869.0,-1.0,300,237.0,698.0
106090,270491,True,38.5012992,-122.7479304,-1.0,-1.0,30.0,294,344.0,-1.0
247544,501289,True,38.50121919,-122.7476718,467.0,700.0,95.0,296,233.0,372.0
168814,291598,True,38.50105126,-122.7471392,463.0,744.0,111.0,300,281.0,352.0
141459,323087,True,38.50117283,-122.7469292,467.0,699.0,97.0,298,232.0,370.0
132949,265912,True,38.50113567,-122.746646,364.0,591.0,48.0,299,227.0,316.0
206779,561464,True,38.50154316,-122.7462866,-1.0,-1.0,251.0,290,311.0,-1.0
243615,619408,True,38.50148135,-122.7465598,567.0,799.0,120.0,291,232.0,447.0
212354,394378,False,38.50165645,-122.7470603,-1.0,-1.0,116.0,288,255.0,-1.0
182450,377071,False,38.50163619,-122.747407,462.0,699.0,94.0,289,237.0,368.0
152040,463619,True,38.5016525,-122.7477301,461.0,693.0,99.0,287,232.0,362.0
108209,181585,False,38.50204319,-122.7475242,452.0,686.0,98.0,285,234.0,354.0
206537,309511,False,38.50194114,-122.7472408,479.0,713.0,-1.0,287,234.0,542.0
255000,601800,True,38.50192386,-122.7469819,295.0,988.0,77.0,287,693.0,218.0
257641,772925,False,38.50190304,-122.7467575,490.0,722.0,105.0,287,232.0,385.0
108209,68717,True,38.50183095,-122.7462864,-1.0,-1.0,214.0,287,358.0,-1.0
141640,333289,True,38.50175195,-122.7460726,694.0,890.0,37.0,287,196.0,657.0
130192,411834,False,38.50218481,-122.745966,550.0,784.0,109.0,284,234.0,441.0
285396,438401,False,38.50225165,-122.7461827,405.0,735.0,43.0,284,330.0,362.0
270193,405292,False,38.50230335,-122.746416,495.0,729.0,109.0,283,234.0,386.0
108209,260854,False,38.50235444,-122.7468752,399.0,735.0,55.0,283,336.0,344.0
278488,501286,True,38.50236081,-122.7471081,459.0,633.0,32.0,283,174.0,427.0
