LandValue,ImprovementValue,HOEX,Latitude,Longitude,Delta,TimetoFinal,ConstructionDelay,Neighbours,TimetoApply,RepairTime
302099,484682,False,38.50241062,-122.7473641,310.0,533.0,51.0,282,223.0,259.0
295531,788508,True,38.50268241,-122.7466876,447.0,679.0,98.0,279,232.0,349.0
173361,320630,True,38.5026506,-122.7464676,439.0,673.0,83.0,279,234.0,356.0
271458,410078,False,38.50259808,-122.7462379,439.0,673.0,83.0,278,234.0,356.0
182450,504790,True,38.50252338,-122.7460102,480.0,714.0,89.0,282,234.0,391.0
408104,612156,False,38.50244855,-122.7457819,412.0,797.0,118.0,283,385.0,294.0
266888,386784,True,38.50319132,-122.7464,443.0,835.0,132.0,265,392.0,311.0
350041,525588,True,38.50203355,-122.7486511,-1.0,-1.0,85.0,285,553.0,-1.0
144360,307053,True,38.50188844,-122.7482651,590.0,835.0,161.0,286,245.0,429.0
254816,384476,True,38.50001289,-122.7465283,634.0,871.0,142.0,305,237.0,492.0
141090,217914,True,38.50017443,-122.7461787,589.0,826.0,115.0,305,237.0,474.0
262703,394336,False,38.50028902,-122.746458,427.0,1024.0,102.0,305,597.0,325.0
460000,690000,True,38.50070569,-122.7464465,487.0,727.0,110.0,305,240.0,377.0
213511,320269,True,38.50062225,-122.7461634,570.0,804.0,118.0,305,234.0,452.0
290033,435052,False,38.50054101,-122.745857,554.0,791.0,113.0,305,237.0,441.0
217187,326081,True,38.50078848,-122.7456559,357.0,584.0,46.0,305,227.0,311.0
108209,278626,True,38.50087982,-122.7458907,566.0,799.0,117.0,303,233.0,449.0
130340,433056,True,38.5009448,-122.7461259,307.0,534.0,26.0,302,227.0,281.0
16158,68137,True,38.50132966,-122.7457784,281.0,506.0,19.0,295,225.0,262.0
257641,656987,True,38.50122436,-122.7455018,499.0,736.0,112.0,299,237.0,387.0
108209,267933,True,38.50152943,-122.7455882,518.0,745.0,70.0,292,227.0,448.0
120363,361219,True,38.50166947,-122.7458501,490.0,723.0,109.0,288,233.0,381.0
255000,642498,False,38.5021103,-122.7457518,501.0,777.0,126.0,285,276.0,375.0
512237,434332,True,38.5020211,-122.7455324,257.0,1273.0,5.0,288,1016.0,252.0
280500,781320,False,38.5017483,-122.7451605,337.0,1094.0,131.0,289,757.0,206.0
153694,350526,False,38.50157576,-122.7450139,860.0,1518.0,73.0,292,658.0,787.0
108209,205755,True,38.50117389,-122.7449146,194.0,363.0,-1.0,301,169.0,195.0
182016,461121,False,38.50097933,-122.7449788,310.0,465.0,42.0,304,155.0,268.0
150301,379975,True,38.50079315,-122.7450788,554.0,786.0,118.0,308,232.0,436.0
62752,122917,True,38.50060691,-122.7451971,296.0,1276.0,93.0,307,980.0,203.0
238838,368499,True,38.50040023,-122.7453256,527.0,764.0,115.0,307,237.0,412.0
314968,472454,True,38.50002813,-122.7455973,595.0,946.0,127.0,306,351.0,468.0
123775,379830,False,38.49962014,-122.7456139,572.0,819.0,63.0,306,247.0,509.0
289494,534103,False,38.49995546,-122.7452435,363.0,601.0,-1.0,307,238.0,430.0
188086,314602,True,38.5003217,-122.7449683,335.0,572.0,45.0,308,237.0,290.0
306000,679320,True,38.50052578,-122.744837,471.0,1115.0,139.0,309,644.0,332.0
106090,208658,True,38.50090101,-122.7446241,345.0,582.0,43.0,307,237.0,302.0
165701,354488,False,38.5011071,-122.7445142,354.0,588.0,-1.0,303,234.0,417.0
106090,214851,True,38.50131205,-122.7444758,363.0,597.0,55.0,299,234.0,308.0
156188,666806,False,38.50149293,-122.7444923,399.0,631.0,57.0,295,232.0,342.0
182016,449234,False,38.50166268,-122.7445565,408.0,640.0,57.0,292,232.0,351.0
132949,422950,True,38.50180411,-122.7446701,418.0,650.0,57.0,291,232.0,361.0
220470,330713,True,38.50218028,-122.7451652,630.0,1115.0,292.0,286,485.0,338.0
108209,268751,True,38.50228203,-122.7453633,426.0,660.0,83.0,285,234.0,343.0
295531,567655,True,38.50237059,-122.7455674,426.0,660.0,83.0,283,234.0,343.0
126248,276866,True,38.50282645,-122.7453342,397.0,631.0,76.0,277,234.0,321.0
294329,597729,False,38.50272205,-122.7450681,357.0,878.0,55.0,280,521.0,302.0
309170,604942,False,38.50247956,-122.7445655,321.0,597.0,90.0,287,276.0,231.0
277204,425833,True,38.50217965,-122.7443145,435.0,700.0,128.0,290,265.0,307.0
150301,404756,True,38.50252099,-122.7438432,-1.0,-1.0,-1.0,289,318.0,-1.0
278418,641622,True,38.50260681,-122.7432323,532.0,764.0,78.0,286,232.0,454.0
289738,810411,True,38.50220798,-122.7432466,429.0,1016.0,95.0,292,587.0,334.0
108209,341255,True,38.50197372,-122.7434565,307.0,576.0,55.0,295,269.0,252.0
108209,283921,False,38.50189116,-122.7436798,392.0,626.0,55.0,295,234.0,337.0
295531,512269,True,38.501664,-122.7438562,384.0,618.0,55.0,295,234.0,329.0
279166,541435,True,38.50115902,-122.7438553,464.0,1115.0,63.0,306,651.0,401.0
98392,236448,True,38.50094462,-122.7439674,383.0,617.0,55.0,309,234.0,328.0
255000,867000,True,38.50075284,-122.744067,380.0,612.0,57.0,312,232.0,323.0
108209,270678,False,38.5003848,-122.7442664,-1.0,-1.0,44.0,312,268.0,-1.0
257641,855370,True,38.50018238,-122.7443778,377.0,611.0,55.0,311,234.0,322.0
147019,409180,True,38.49994319,-122.7445064,656.0,897.0,39.0,311,241.0,617.0
170387,577538,True,38.49977541,-122.7446247,366.0,598.0,48.0,311,232.0,318.0
106090,212196,True,38.49961104,-122.7447874,314.0,548.0,46.0,310,234.0,268.0
239668,587423,False,38.49944591,-122.7449809,485.0,899.0,112.0,309,414.0,373.0
284893,427067,True,38.49510165,-122.7464224,571.0,769.0,116.0,284,198.0,455.0
294329,648576,False,38.49521966,-122.7465438,238.0,405.0,29.0,286,167.0,209.0
262793,633798,True,38.49532135,-122.7466595,348.0,888.0,63.0,287,540.0,285.0
257641,556495,True,38.49543345,-122.7467702,241.0,591.0,141.0,287,350.0,100.0
149086,500074,True,38.49555779,-122.7469134,468.0,757.0,70.0,287,289.0,398.0
304841,630706,False,38.49565089,-122.7471173,205.0,414.0,-1.0,288,209.0,243.0
271805,407709,True,38.49503555,-122.7470484,442.0,717.0,127.0,284,275.0,315.0
130340,378162,True,38.49486241,-122.7470224,-1.0,-1.0,57.0,283,141.0,-1.0
200962,556007,True,38.49470089,-122.7470266,408.0,787.0,142.0,281,379.0,266.0
304841,633630,False,38.49452476,-122.7470061,210.0,483.0,70.0,276,273.0,140.0
182450,473771,True,38.49438436,-122.7468908,544.0,764.0,133.0,271,220.0,411.0
132949,361790,True,38.49427199,-122.7467287,515.0,801.0,58.0,266,286.0,457.0
294455,441685,False,38.4941736,-122.7465723,-1.0,-1.0,31.0,261,266.0,-1.0
132949,339631,True,38.49408662,-122.7464097,427.0,693.0,38.0,260,266.0,389.0
214359,668546,True,38.4939824,-122.7462547,353.0,619.0,38.0,257,266.0,315.0
147725,414581,True,38.49436891,-122.7455313,-1.0,-1.0,58.0,272,265.0,-1.0
369240,553860,False,38.49451981,-122.7456964,199.0,717.0,70.0,274,518.0,129.0
304841,648281,False,38.49459749,-122.7459195,165.0,356.0,40.0,277,191.0,125.0
228978,429497,False,38.49456516,-122.746216,208.0,357.0,33.0,276,149.0,175.0
304841,665656,True,38.49469974,-122.7463932,204.0,469.0,60.0,281,265.0,144.0
201210,301818,True,38.49479626,-122.7461057,327.0,587.0,65.0,282,260.0,262.0
215179,408306,False,38.49488999,-122.7459761,192.0,717.0,63.0,283,525.0,129.0
304841,651772,False,38.49372349,-122.7456804,196.0,359.0,8.0,247,163.0,188.0
208812,541533,True,38.49354217,-122.7456672,463.0,654.0,-1.0,239,191.0,486.0
440000,660000,False,38.49343079,-122.745509,203.0,415.0,46.0,238,212.0,157.0
130340,444031,True,38.4933697,-122.7453323,587.0,1009.0,78.0,237,422.0,509.0
304841,619144,False,38.49327996,-122.7451988,181.0,309.0,13.0,234,128.0,168.0
304841,640363,False,38.49318489,-122.7450701,183.0,311.0,19.0,231,128.0,164.0
294329,635962,True,38.49309222,-122.7449403,232.0,464.0,76.0,227,232.0,156.0
130340,173727,False,38.4930037,-122.744806,666.0,1050.0,37.0,225,384.0,629.0
130340,112925,False,38.49291807,-122.7446689,734.0,1213.0,35.0,223,479.0,699.0
212354,369988,False,38.49279455,-122.7444969,-1.0,-1.0,15.0,220,280.0,-1.0
162496,446836,False,38.49281362,-122.7436486,354.0,546.0,27.0,220,192.0,327.0
236803,371335,True,38.49297786,-122.7437963,403.0,780.0,25.0,226,377.0,378.0
387600,581400,True,38.49307277,-122.7439148,476.0,801.0,12.0,229,325.0,464.0
304841,640647,True,38.4931672,-122.7440417,182.0,455.0,-1.0,232,273.0,284.0
273305,630706,False,38.4932685,-122.7441609,165.0,332.0,1.0,237,167.0,164.0
304841,625450,True,38.49336118,-122.7442916,206.0,401.0,22.0,240,195.0,184.0
298864,569903,False,38.49354695,-122.7445489,114.0,240.0,13.0,244,126.0,101.0
293936,441186,True,38.49364525,-122.744671,354.0,546.0,52.0,246,192.0,302.0
200962,529212,True,38.49374776,-122.7448418,352.0,541.0,50.0,250,189.0,302.0
510000,175440,False,38.48748956,-122.7518825,-1.0,-1.0,-1.0,56,513.0,-1.0
382774,202323,True,38.48714077,-122.7574799,207.0,423.0,-1.0,8,216.0,252.0
423112,608000,False,38.5229145,-122.7217917,608.0,1401.0,223.0,52,793.0,385.0
354986,461487,True,38.52231526,-122.7205575,812.0,1169.0,370.0,58,357.0,442.0
402144,600800,False,38.52537336,-122.7244204,405.0,1227.0,97.0,33,822.0,308.0
154081,278855,True,38.52479168,-122.724633,-1.0,-1.0,117.0,35,367.0,-1.0
140565,335915,True,38.52302607,-122.726626,463.0,696.0,107.0,35,233.0,356.0
179223,289343,True,38.5196549,-122.7242037,393.0,646.0,71.0,41,253.0,322.0
488191,1502000,False,38.52039665,-122.7233978,-1.0,-1.0,168.0,54,973.0,-1.0
346264,874140,False,38.51944723,-122.7255219,442.0,1025.0,57.0,39,583.0,385.0
348118,566926,False,38.51928564,-122.7213865,428.0,981.0,72.0,60,553.0,356.0
215830,802077,False,38.52084198,-122.7197482,-1.0,-1.0,93.0,68,470.0,-1.0
184385,387797,True,38.5244449,-122.7191216,732.0,1008.0,63.0,51,276.0,669.0
262793,358020,False,38.52523061,-122.7188732,323.0,995.0,90.0,47,672.0,233.0
180980,241347,True,38.52330495,-122.7238654,-1.0,-1.0,44.0,39,350.0,-1.0
326231,960000,False,38.52177169,-122.7179934,775.0,1378.0,153.0,66,603.0,622.0
221591,554001,True,38.52097788,-122.7175847,526.0,868.0,116.0,73,342.0,410.0
138610,235307,True,38.52396188,-122.7171841,658.0,1016.0,219.0,55,358.0,439.0
179579,265551,False,38.52315827,-122.7155765,1242.0,1423.0,24.0,56,181.0,1218.0
425990,196063,True,38.5248709,-122.7153918,425.0,659.0,46.0,42,234.0,379.0
557758,649044,False,38.52108525,-122.7083072,1044.0,1163.0,190.0,50,119.0,854.0
41356,61824,True,38.5237715,-122.7066868,947.0,1310.0,71.0,32,363.0,876.0
25387,151960,True,38.52429275,-122.707682,531.0,1275.0,55.0,36,744.0,476.0
216438,490111,True,38.52872973,-122.7035459,702.0,1248.0,79.0,15,546.0,623.0
362179,599171,True,38.52765491,-122.7035278,638.0,994.0,143.0,16,356.0,495.0
85368,375649,True,38.5247584,-122.7049347,675.0,1147.0,126.0,26,472.0,549.0
93821,56077,True,38.52413843,-122.7053428,627.0,1250.0,105.0,28,623.0,522.0
258526,66182,True,38.52441696,-122.7062938,-1.0,-1.0,54.0,27,723.0,-1.0
807807,275833,True,38.52280997,-122.7071931,426.0,883.0,60.0,35,457.0,366.0
334654,562221,False,38.52273379,-122.702092,797.0,1099.0,289.0,21,302.0,508.0
203576,305368,True,38.52377051,-122.704614,624.0,877.0,84.0,26,253.0,540.0
289665,441747,True,38.51944649,-122.7102064,362.0,659.0,67.0,59,297.0,295.0
158499,271383,True,38.5181168,-122.7114611,547.0,876.0,129.0,70,329.0,418.0
256255,611785,False,38.52081416,-122.7128685,-1.0,-1.0,24.0,62,199.0,-1.0
348025,422997,True,38.5213988,-122.7109808,344.0,709.0,141.0,55,365.0,203.0
259907,182046,False,38.51934204,-122.7155317,546.0,962.0,263.0,77,416.0,283.0
26080,133347,True,38.52000994,-122.715473,444.0,829.0,289.0,75,385.0,155.0
21048,107075,True,38.52004423,-122.7160751,324.0,688.0,41.0,77,364.0,283.0
17309,167481,True,38.51634479,-122.7154403,-1.0,-1.0,-1.0,85,119.0,-1.0
362179,777109,True,38.51602256,-122.7141934,484.0,869.0,91.0,83,385.0,393.0
39177,225220,True,38.51726754,-122.7157008,332.0,590.0,73.0,85,258.0,259.0
20786,216471,True,38.51679844,-122.7154063,277.0,615.0,43.0,85,338.0,234.0
404188,424065,False,38.51844278,-122.7125682,263.0,854.0,87.0,70,591.0,176.0
117233,240073,True,38.51800268,-122.7144991,685.0,1042.0,121.0,83,357.0,564.0
17309,142186,True,38.51658592,-122.7131839,372.0,619.0,39.0,79,247.0,333.0
16616,84940,True,38.51691171,-122.7144019,261.0,505.0,57.0,86,244.0,204.0
272957,701299,True,38.51752766,-122.7122379,514.0,720.0,147.0,77,206.0,367.0
123775,336965,True,38.5063598,-122.7317609,826.0,927.0,117.0,25,101.0,709.0
501981,373698,False,38.50598043,-122.7313456,731.0,1095.0,300.0,23,364.0,431.0
272957,409447,False,38.50944528,-122.7188969,385.0,1091.0,85.0,53,706.0,300.0
352085,752334,True,38.50480097,-122.7277941,-1.0,-1.0,70.0,17,365.0,-1.0
580862,1055474,True,38.51243818,-122.7305145,719.0,918.0,112.0,20,199.0,607.0
769643,812570,False,38.51165335,-122.7305885,951.0,1220.0,103.0,19,269.0,848.0
420470,1681885,False,38.50805214,-122.723984,382.0,570.0,148.0,35,188.0,234.0
272272,589560,False,38.5167116,-122.7207603,574.0,1211.0,205.0,65,637.0,369.0
283129,641884,False,38.51142946,-122.7223646,478.0,759.0,212.0,47,281.0,266.0
10398,98145,True,38.51261719,-122.7208167,272.0,567.0,62.0,57,295.0,210.0
22625,181371,True,38.5129246,-122.7213766,-1.0,-1.0,103.0,55,289.0,-1.0
225000,550000,True,38.51603293,-122.721236,872.0,1133.0,41.0,62,261.0,831.0
15231,123379,False,38.51733193,-122.7216378,1014.0,1441.0,50.0,63,427.0,964.0
280500,298503,False,38.51432883,-122.7221751,-1.0,-1.0,189.0,58,346.0,-1.0
17309,157216,True,38.51543378,-122.7220425,-1.0,-1.0,222.0,60,429.0,-1.0
208955,490000,False,38.51451895,-122.7216861,527.0,1450.0,179.0,59,923.0,348.0
215890,517140,True,38.51371286,-122.7216639,277.0,1077.0,92.0,57,800.0,185.0
173270,426524,False,38.51312722,-122.719566,-1.0,-1.0,71.0,66,293.0,-1.0
160397,46901,True,38.51338177,-122.7203599,971.0,1310.0,236.0,63,339.0,735.0
210235,262793,False,38.5168101,-122.7215281,174.0,401.0,47.0,61,227.0,127.0
231027,354632,True,38.51344543,-122.7194239,553.0,1042.0,170.0,68,489.0,383.0
125538,212448,True,38.5119626,-122.7210296,185.0,377.0,-1.0,55,192.0,209.0
243267,453696,True,38.51412713,-122.7179385,507.0,972.0,165.0,81,465.0,342.0
13846,109814,True,38.5129612,-122.7151042,266.0,604.0,98.0,76,338.0,168.0
236718,305077,True,38.51244393,-122.7154088,-1.0,-1.0,45.0,75,157.0,-1.0
14781,88811,True,38.51292586,-122.7160945,360.0,626.0,36.0,78,266.0,324.0
16158,60286,False,38.51003768,-122.7175209,361.0,643.0,35.0,65,282.0,326.0
316253,201063,True,38.51059799,-122.7174368,309.0,659.0,120.0,69,350.0,189.0
259907,896368,True,38.51003888,-122.7181054,826.0,1151.0,143.0,63,325.0,683.0
231027,506890,True,38.51068055,-122.718332,302.0,567.0,-1.0,65,265.0,396.0
346545,763599,True,38.51351615,-122.7150383,589.0,990.0,155.0,79,401.0,434.0
184660,398166,True,38.51353192,-122.7169177,364.0,526.0,6.0,82,162.0,358.0
163604,319047,False,38.51396636,-122.716709,459.0,605.0,128.0,84,146.0,331.0
184660,283118,False,38.50937036,-122.7176625,414.0,969.0,104.0,63,555.0,310.0
283129,526626,True,38.51404938,-122.7153899,295.0,602.0,-1.0,81,307.0,431.0
721397,1133623,False,38.51520199,-122.7133626,657.0,918.0,397.0,78,261.0,260.0
258752,396736,False,38.51442368,-122.713352,1420.0,1679.0,80.0,76,259.0,1340.0
306766,579428,False,38.51689737,-122.7108433,342.0,687.0,260.0,74,345.0,82.0
408000,300900,True,38.51541035,-122.7125747,373.0,1136.0,99.0,73,763.0,274.0
250833,419996,True,38.51384136,-122.7100656,-1.0,-1.0,52.0,65,279.0,-1.0
550000,1283000,True,38.51296034,-122.7102252,798.0,1092.0,127.0,60,294.0,671.0
361210,453697,False,38.51226584,-122.7107038,353.0,933.0,135.0,62,580.0,218.0
290000,349793,True,38.51553098,-122.7103972,896.0,1233.0,64.0,67,337.0,832.0
248697,297700,True,38.51595704,-122.7116933,1245.0,1303.0,279.0,71,58.0,966.0
390429,686697,False,38.51795206,-122.7092571,-1.0,-1.0,168.0,67,399.0,-1.0
404302,127658,True,38.51430754,-122.7089335,705.0,1140.0,278.0,60,435.0,427.0
194155,490305,False,38.51467181,-122.7055273,377.0,736.0,75.0,42,359.0,302.0
509295,95260,True,38.51747273,-122.705521,600.0,896.0,98.0,48,296.0,502.0
692998,105524,False,38.51480459,-122.7042532,-1.0,-1.0,922.0,38,547.0,-1.0
284235,849781,True,38.51271277,-122.7048481,294.0,349.0,67.0,38,55.0,227.0
271626,563919,True,38.51134754,-122.7156323,481.0,743.0,48.0,70,262.0,433.0
294818,26794,False,38.51225669,-122.7120032,627.0,1435.0,182.0,66,808.0,445.0
263307,314523,True,38.51144198,-122.7126345,690.0,1267.0,125.0,62,577.0,565.0
546823,610874,True,38.51012406,-122.7160242,-1.0,-1.0,190.0,68,456.0,-1.0
261763,425623,False,38.50790508,-122.7184162,318.0,863.0,46.0,46,545.0,272.0
24243,112146,True,38.50716563,-122.7174153,361.0,584.0,102.0,48,223.0,259.0
147725,399101,True,38.50749419,-122.7138006,341.0,820.0,124.0,56,479.0,217.0
110373,280230,True,38.51066941,-122.7114545,1322.0,1759.0,172.0,65,437.0,1150.0
451392,1070258,True,38.50996208,-122.7126376,864.0,1095.0,37.0,61,231.0,827.0
489246,401240,False,38.50647656,-122.7112918,570.0,1052.0,81.0,57,482.0,489.0
525483,66096,False,38.50482375,-122.7059986,460.0,1499.0,63.0,53,1039.0,397.0
301816,573499,False,38.51063344,-122.7094658,671.0,790.0,41.0,57,119.0,630.0
112705,348885,True,38.50426267,-122.7104296,607.0,888.0,77.0,48,281.0,530.0
324932,383255,True,38.50727324,-122.7093955,579.0,1056.0,78.0,57,477.0,501.0
37349,282621,True,38.50878284,-122.7104397,-1.0,-1.0,171.0,58,219.0,-1.0
295898,296155,False,38.50956426,-122.7103949,74.0,227.0,45.0,61,153.0,29.0
141461,85906,False,38.51022097,-122.7100402,50.0,91.0,50.0,59,41.0,0.0
857760,1699650,False,38.51023403,-122.7075372,-1.0,-1.0,102.0,51,1123.0,-1.0
571415,1057780,True,38.50994793,-122.7054691,-1.0,-1.0,3.0,41,188.0,-1.0
736143,805653,False,38.50702536,-122.7064755,-1.0,-1.0,-1.0,55,694.0,-1.0
33420,23063,False,38.52918507,-122.7287938,-1.0,-1.0,461.0,19,805.0,-1.0
36599,177504,False,38.52858088,-122.7294765,490.0,912.0,152.0,19,422.0,338.0
150572,110786,True,38.53052545,-122.7259436,217.0,791.0,45.0,22,574.0,172.0
162324,259377,True,38.52960799,-122.7279346,771.0,1211.0,220.0,20,440.0,551.0
283988,404521,True,38.53012883,-122.7277648,-1.0,-1.0,159.0,21,259.0,-1.0
306766,450773,False,38.52883004,-122.7251334,231.0,449.0,42.0,27,218.0,189.0
559861,513586,True,38.53000677,-122.7209932,609.0,1400.0,55.0,27,791.0,554.0
519480,515064,False,38.52810971,-122.7198936,553.0,1018.0,154.0,31,465.0,399.0
351056,1073274,True,38.52711066,-122.7247983,410.0,770.0,61.0,31,360.0,349.0
105891,114022,True,38.53204375,-122.7242539,178.0,517.0,89.0,20,339.0,89.0
367911,366860,False,38.52724997,-122.7227147,1906.0,1962.0,64.0,38,56.0,1842.0
300752,294960,True,38.52667644,-122.7232182,443.0,624.0,42.0,38,181.0,401.0
195509,292157,True,38.52589878,-122.7232569,-1.0,-1.0,62.0,40,294.0,-1.0
294855,170642,False,38.52780444,-122.7224677,-1.0,-1.0,231.0,35,364.0,-1.0
81793,185731,True,38.52785202,-122.723524,266.0,539.0,-1.0,32,273.0,368.0
127323,552577,True,38.51521733,-122.7238425,540.0,946.0,80.0,47,406.0,460.0
595847,385432,False,38.5199572,-122.7145359,547.0,910.0,108.0,73,363.0,439.0
405777,558361,False,38.52155211,-122.7155637,660.0,976.0,74.0,64,316.0,586.0
448872,890878,True,38.52253111,-122.7113674,588.0,867.0,115.0,48,279.0,473.0
307735,461607,True,38.52296981,-122.7099217,595.0,854.0,29.0,45,259.0,566.0
336437,239700,False,38.52282918,-122.7130415,497.0,990.0,62.0,47,493.0,435.0
417634,637741,True,38.51068992,-122.7242535,1289.0,1498.0,182.0,38,209.0,1107.0
459000,1062024,False,38.50746137,-122.7328043,564.0,804.0,35.0,22,240.0,529.0
643321,1379671,False,38.50650004,-122.7345462,274.0,420.0,-1.0,41,146.0,-1.0
274008,790189,True,38.50724082,-122.7289002,664.0,925.0,68.0,27,261.0,596.0
231228,760828,True,38.50812736,-122.7307576,532.0,1071.0,146.0,24,539.0,386.0
332556,914427,True,38.51833474,-122.7212864,460.0,630.0,-1.0,62,170.0,462.0
217247,612382,True,38.51835772,-122.7227533,351.0,624.0,29.0,58,273.0,322.0
1094732,1429232,False,38.52951724,-122.7369434,-1.0,-1.0,144.0,2,1375.0,-1.0
26558,182074,True,38.55466997,-122.7084631,684.0,1008.0,90.0,1,324.0,594.0
362541,622313,True,38.55501496,-122.6980241,272.0,981.0,64.0,4,709.0,208.0
344211,696373,True,38.54792156,-122.7171169,494.0,657.0,92.0,8,163.0,402.0
126320,190365,True,38.54797966,-122.7181203,310.0,667.0,38.0,8,357.0,272.0
300752,415585,False,38.54223603,-122.7195909,493.0,1007.0,116.0,7,514.0,377.0
221591,169885,True,38.54653983,-122.7157159,507.0,1140.0,125.0,8,633.0,382.0
328093,688996,False,38.54626064,-122.711507,880.0,1261.0,70.0,7,381.0,810.0
746409,1236231,True,38.52792623,-122.7163654,-1.0,-1.0,41.0,30,206.0,-1.0
527280,517703,False,38.54285327,-122.7175779,549.0,793.0,135.0,8,244.0,414.0
54415,183263,True,38.54112037,-122.7188724,-1.0,-1.0,34.0,8,287.0,-1.0
283405,432838,False,38.54044392,-122.7175018,524.0,916.0,181.0,8,392.0,343.0
108209,8408,False,38.60553508,-122.6525929,953.0,1631.0,93.0,1,678.0,860.0
500000,72153,False,38.5784635,-122.6759368,494.0,763.0,-1.0,4,269.0,592.0
496697,215914,False,38.58587516,-122.6603432,705.0,924.0,20.0,1,219.0,685.0
291213,137722,False,38.58121099,-122.6706178,284.0,588.0,80.0,2,304.0,204.0
20573,27186,True,38.58992162,-122.6716395,123.0,434.0,-1.0,1,311.0,263.0
240734,841135,False,38.58131467,-122.6496986,637.0,1100.0,260.0,7,463.0,377.0
1891453,32165,False,38.58283827,-122.6480829,-1.0,-1.0,-1.0,7,524.0,-1.0
478956,55639,False,38.58749806,-122.6479358,-1.0,-1.0,-1.0,4,507.0,-1.0
224103,84262,False,38.57657641,-122.6534243,917.0,1332.0,200.0,4,415.0,717.0
1093646,936117,False,38.5794035,-122.6330813,882.0,1046.0,52.0,2,164.0,830.0
825000,775618,False,38.58043826,-122.6386487,-1.0,-1.0,154.0,5,322.0,-1.0
128965,167100,True,38.57952116,-122.6448288,330.0,562.0,-1.0,7,232.0,391.0
369327,168223,True,38.57296068,-122.6766585,386.0,773.0,138.0,3,387.0,248.0
613534,25764,False,38.57285153,-122.6709433,-1.0,-1.0,195.0,3,520.0,-1.0
690000,290000,False,38.57556636,-122.6418435,-1.0,-1.0,974.0,8,548.0,-1.0
9396,60330,True,38.56960383,-122.6481268,111.0,254.0,25.0,6,143.0,86.0
84425,4042,True,38.57518809,-122.644663,604.0,848.0,-1.0,8,244.0,677.0
88879,301362,True,38.568024,-122.6464988,-1.0,-1.0,144.0,5,342.0,-1.0
814000,702420,False,38.56560973,-122.6460125,-1.0,-1.0,201.0,3,283.0,-1.0
295458,363012,False,38.54643396,-122.6546591,567.0,962.0,179.0,1,395.0,388.0
153188,77024,False,38.55707532,-122.6442917,-1.0,-1.0,-1.0,1,388.0,-1.0
52385,238277,False,38.26503738,-122.3969472,413.0,757.0,50.0,2,344.0,363.0
195672,229964,False,38.26026976,-122.3982935,727.0,1049.0,302.0,2,322.0,425.0
434505,260700,True,38.30825546,-122.4078062,1025.0,1283.0,107.0,2,258.0,918.0
1224000,612000,False,38.30620795,-122.4075692,-1.0,-1.0,113.0,3,1584.0,-1.0
1211749,97860,True,38.30058516,-122.4299778,-1.0,-1.0,94.0,2,210.0,-1.0
2081333,21023,False,38.28775681,-122.4068715,-1.0,-1.0,317.0,1,777.0,-1.0
314678,176834,True,38.29968026,-122.4144647,313.0,743.0,39.0,2,430.0,274.0
941855,30483,False,38.29115557,-122.4194199,77.0,1360.0,50.0,1,1283.0,27.0
155323,421348,True,38.30535431,-122.4333886,408.0,667.0,44.0,2,259.0,364.0
142650,162476,True,38.47981504,-122.7044806,556.0,969.0,135.0,3,413.0,421.0
309432,309310,True,38.47981755,-122.7038469,555.0,969.0,147.0,3,414.0,408.0
262744,197058,False,38.47943745,-122.7038419,-1.0,-1.0,260.0,3,412.0,-1.0
